,Enrichment,FuelTemperature,WaterTemperature,Pitch,FuelRadius,WaterDensity,Keff,Std_dev
8820,2.41,985.8,483.586404,1.506,0.412,0.862,1.32466,0.00036
8821,8.9,851.9,511.074478,1.636,0.467,0.828,1.59098,0.00038
8822,3.23,1391.8,476.73573,1.486,0.373,0.87,1.39336,0.00041
8823,8.47,739.7,479.617298,1.142,0.419,0.867,1.4199,0.0004
8824,6.0,1094.0,464.824312,1.992,0.311,0.884,1.40256,0.00041
8825,1.46,1454.6,528.603621,1.654,0.348,0.803,1.05463,0.00038
8826,2.41,1672.9,427.216606,1.059,0.421,0.921,1.12688,0.00048
8827,2.42,1185.1,312.218479,1.989,0.89,0.999,1.10719,0.00043
8828,2.39,1015.3,511.486626,1.772,0.606,0.827,1.30013,0.00039
8829,3.61,577.7,459.926977,1.104,0.306,0.889,1.43353,0.00037
8830,5.17,1032.5,585.855333,1.23,0.53,0.697,1.11599,0.0004
8831,3.71,1216.8,371.09576,1.741,0.5,0.967,1.44896,0.00043
8832,8.96,1476.5,393.429576,1.939,0.544,0.95,1.60776,0.00037
8833,6.1,800.0,301.651886,1.313,0.34,1.003,1.55754,0.00038
8834,1.72,1313.4,521.238517,1.475,0.6,0.814,1.062,0.00043
8835,1.32,1605.0,537.519881,1.64,0.527,0.789,1.11194,0.00037
8836,3.16,1716.3,377.586334,1.309,0.395,0.962,1.38542,0.00042
8837,4.89,505.0,478.754181,1.657,0.623,0.868,1.39443,0.00041
8838,6.99,1196.3,487.179009,1.603,0.325,0.858,1.56268,0.00037
8839,5.34,1382.7,327.514868,1.079,0.252,0.992,1.50527,0.00038
8840,8.65,868.8,453.539189,1.704,0.702,0.896,1.37089,0.00039
8841,2.08,1418.3,397.661847,1.2,0.508,0.947,1.05569,0.00041
8842,8.18,957.1,575.886068,1.494,0.504,0.72,1.46376,0.00044
8843,2.62,1199.1,571.169089,1.126,0.234,0.73,1.28461,0.00048
8844,5.24,1786.9,359.95491,1.46,0.645,0.974,1.17552,0.00041
8845,6.09,1063.7,524.868329,1.281,0.385,0.809,1.49675,0.0004
8846,2.92,1478.1,327.668302,1.811,0.494,0.992,1.37654,0.00046
8847,8.38,1491.0,577.647473,1.936,0.347,0.716,1.58857,0.00037
8848,2.92,1377.8,402.748004,1.823,0.462,0.943,1.36492,0.0004
8849,4.88,1775.7,550.75529,1.217,0.423,0.768,1.34726,0.00041
8850,5.41,560.9,422.373871,1.136,0.471,0.926,1.25789,0.00038
8851,4.87,1379.6,454.005042,1.415,0.474,0.895,1.43338,0.00039
8852,1.36,914.9,510.106589,1.105,0.303,0.829,1.12321,0.00038
8853,5.8,1364.6,458.190198,1.743,0.713,0.891,1.31449,0.00038
8854,2.96,890.3,585.899726,1.101,0.377,0.697,1.26769,0.00042
8855,6.73,1412.1,392.038303,1.686,0.683,0.951,1.35384,0.00037
8856,2.8,915.0,563.399582,1.448,0.638,0.745,1.02734,0.00044
8857,1.86,911.8,444.298675,1.011,0.435,0.905,0.97304,0.00044
8858,2.25,565.2,467.5921,1.666,0.398,0.881,1.27005,0.00039
8859,4.58,804.7,324.854703,1.975,0.488,0.994,1.49257,0.00035
8860,2.19,1570.7,434.718897,1.517,0.437,0.914,1.29108,0.0004
8861,2.47,1099.9,477.465523,1.64,0.274,0.87,1.11717,0.00036
8862,3.87,1156.3,441.463914,1.012,0.329,0.908,1.38213,0.00045
8863,7.83,1004.3,580.293868,1.39,0.599,0.71,1.21447,0.0004
8864,4.84,648.3,581.307621,1.018,0.373,0.708,1.28897,0.00037
8865,2.31,574.1,554.850613,1.623,0.701,0.761,1.06878,0.00043
8866,5.16,1549.7,367.648431,1.03,0.324,0.969,1.45059,0.00038
8867,2.16,467.3,313.243214,1.044,0.444,0.999,1.0819,0.00035
8868,4.07,714.6,435.629503,1.249,0.462,0.913,1.34827,0.00039
8869,2.32,401.3,361.59608,1.752,0.351,0.973,1.17997,0.00038
8870,5.74,469.9,334.934703,1.283,0.526,0.989,1.32449,0.00039
8871,1.91,802.8,533.765381,1.629,0.657,0.795,1.1209,0.00045
8872,7.64,959.9,585.047104,1.686,0.378,0.699,1.5958,0.00036
8873,3.47,411.3,350.280193,1.45,0.65,0.98,1.14237,0.00041
8874,7.68,466.0,316.18442,1.172,0.421,0.997,1.47638,0.00042
8875,5.79,1094.8,317.34759,1.135,0.24,0.997,1.51388,0.00034
8876,1.53,848.1,349.542251,1.395,0.324,0.981,1.08029,0.00046
8877,4.78,1196.7,373.169741,1.406,0.266,0.965,1.42096,0.0004
8878,2.93,871.0,368.36045,1.873,0.632,0.969,1.38003,0.00048
8879,4.67,1277.4,574.271473,1.308,0.506,0.723,1.25115,0.00043
8880,7.23,920.7,482.664168,1.237,0.454,0.864,1.40533,0.00037
8881,2.54,1166.4,574.013433,1.874,0.791,0.724,1.10131,0.00044
8882,5.2,1281.5,453.071222,1.767,0.751,0.896,1.25684,0.00047
8883,6.47,1523.2,542.577181,1.973,0.858,0.781,1.23219,0.00038
8884,5.88,692.7,492.605276,1.392,0.586,0.852,1.2573,0.00042
8885,7.72,1209.6,474.929805,1.614,0.402,0.873,1.59443,0.00036
8886,6.07,1171.9,562.416989,1.129,0.418,0.747,1.31867,0.00038
8887,4.0,948.5,362.531319,1.817,0.687,0.972,1.37873,0.00042
8888,8.64,1354.7,552.441009,1.108,0.341,0.765,1.4912,0.00036
8889,3.08,629.6,538.684697,1.634,0.543,0.788,1.36782,0.00036
8890,8.4,1172.9,566.275243,1.587,0.586,0.739,1.40459,0.00041
8891,5.26,1134.6,318.047483,1.161,0.477,0.997,1.26584,0.00047
8892,8.82,1231.3,539.169676,1.199,0.25,0.787,1.60664,0.00039
8893,4.32,1172.8,316.33569,1.799,0.471,0.997,1.48087,0.00038
8894,2.3,657.2,418.922902,1.124,0.213,0.929,1.16023,0.00037
8895,8.06,1283.6,574.380667,1.986,0.419,0.723,1.6048,0.00036
8896,3.25,840.4,541.657638,1.688,0.344,0.783,1.36655,0.0004
8897,6.58,1463.3,401.96381,1.603,0.527,0.943,1.50462,0.00043
8898,8.34,1402.9,467.246304,1.293,0.371,0.881,1.5601,0.00038
8899,8.63,1129.6,371.099992,1.072,0.278,0.967,1.59398,0.00039
8900,8.52,1059.8,408.297234,1.578,0.335,0.938,1.60501,0.00034
8901,2.14,1276.2,345.757301,1.943,0.763,0.983,1.22492,0.00039
8902,4.34,1034.1,311.534446,1.381,0.497,0.999,1.39823,0.00043
8903,5.03,633.0,432.688934,1.691,0.618,0.916,1.4274,0.00038
8904,7.02,1087.9,437.427931,1.848,0.68,0.912,1.45847,0.00035
8905,6.5,652.9,385.576177,1.043,0.288,0.956,1.55003,0.00037
8906,2.87,816.0,522.155773,1.681,0.693,0.812,1.18763,0.00046
8907,4.62,357.3,338.787262,1.637,0.373,0.987,1.4855,0.00041
8908,5.85,1402.5,482.598426,1.586,0.439,0.864,1.53075,0.00042
8909,3.1,1675.4,466.685454,1.945,0.878,0.882,1.08186,0.00039
8910,4.75,642.5,472.165126,1.553,0.312,0.876,1.46211,0.00039
8911,6.82,1542.5,499.255464,1.955,0.544,0.843,1.56104,0.0004
8912,3.93,1297.5,493.803776,1.135,0.445,0.85,1.22772,0.0004
8913,8.54,1592.4,589.693982,1.999,0.51,0.688,1.59127,0.00039
8914,8.42,1684.7,556.465875,1.943,0.475,0.758,1.6018,0.00034
8915,5.68,1443.1,341.037987,1.167,0.252,0.985,1.51014,0.0004
8916,5.5,1784.8,342.273185,1.693,0.606,0.985,1.43969,0.00036
8917,7.02,398.2,342.174132,1.312,0.387,0.985,1.57338,0.00036
8918,3.51,1461.8,405.497068,1.563,0.348,0.94,1.38436,0.0004
8919,3.5,1620.6,472.960188,1.446,0.485,0.875,1.36813,0.0004
8920,3.71,1103.0,416.383839,1.674,0.557,0.931,1.41711,0.00042
8921,8.47,544.5,300.950607,1.632,0.497,1.003,1.59751,0.00035
8922,6.94,1142.0,374.355164,1.614,0.598,0.964,1.44715,0.00045
8923,2.43,735.4,418.470505,1.918,0.382,0.929,1.19808,0.0004
8924,3.21,1533.0,384.04719,1.424,0.382,0.957,1.39652,0.00037
8925,6.28,704.7,572.948098,1.113,0.345,0.726,1.46336,0.00043
8926,6.53,653.0,360.804798,1.288,0.412,0.974,1.52248,0.00045
8927,5.13,808.0,406.52827,1.783,0.639,0.939,1.44797,0.00038
8928,4.96,1605.3,520.46774,1.189,0.477,0.815,1.22481,0.00042
8929,7.12,1083.8,304.860793,1.495,0.302,1.002,1.54868,0.00037
8930,8.08,1797.4,427.284039,1.284,0.371,0.921,1.55279,0.00042
8931,8.69,1280.1,427.266928,1.517,0.531,0.921,1.49233,0.00039
8932,5.29,821.4,379.031136,1.205,0.443,0.961,1.39311,0.00047
8933,2.16,1530.3,445.747255,1.732,0.451,0.904,1.27898,0.00042
8934,4.06,636.9,516.569154,1.802,0.688,0.82,1.34486,0.00039
8935,7.9,1190.6,539.833852,1.615,0.615,0.786,1.3873,0.00046
8936,4.23,746.3,326.096102,1.91,0.535,0.993,1.49037,0.00036
8937,1.25,928.1,573.896505,1.723,0.576,0.724,1.1155,0.00039
8938,3.87,783.2,386.062036,1.451,0.395,0.956,1.46309,0.00044
8939,6.65,1326.4,364.708621,1.169,0.41,0.971,1.43952,0.00043
8940,8.58,680.0,315.036208,1.432,0.621,0.998,1.31704,0.00038
8941,7.62,1013.3,321.898886,1.041,0.239,0.995,1.58461,0.00038
8942,7.07,1194.3,420.123842,1.086,0.454,0.928,1.24885,0.00034
8943,8.27,722.6,451.933574,1.142,0.338,0.897,1.558,0.00039
8944,5.06,1626.8,527.868188,1.072,0.217,0.804,1.47589,0.0004
8945,5.2,1628.5,502.731532,1.729,0.729,0.839,1.23652,0.00045
8946,8.57,1031.8,549.750197,1.459,0.638,0.769,1.23882,0.0004
8947,5.32,1211.2,427.164346,1.018,0.321,0.921,1.44983,0.00035
8948,5.24,1129.9,507.565405,1.964,0.87,0.833,1.19801,0.00043
8949,2.82,776.9,561.962787,1.422,0.414,0.748,1.3616,0.00042
8950,4.72,687.2,393.955686,1.681,0.541,0.95,1.48735,0.00041
8951,3.49,940.3,341.54505,1.383,0.373,0.985,1.43159,0.00036
8952,6.03,801.4,353.914803,1.167,0.25,0.978,1.53236,0.00039
8953,2.46,378.9,350.943194,1.405,0.34,0.98,1.31392,0.00036
8954,8.62,1309.4,400.930432,1.144,0.214,0.944,1.5803,0.0003
8955,6.61,1701.0,383.073564,1.572,0.527,0.958,1.49037,0.00043
8956,5.23,1114.4,404.431598,1.767,0.411,0.941,1.51252,0.00032
8957,6.97,992.9,499.59826,1.357,0.488,0.843,1.42319,0.00039
8958,6.52,1333.0,430.266547,1.673,0.466,0.918,1.55663,0.00042
8959,5.05,1196.5,359.152173,1.652,0.561,0.975,1.46778,0.0004
8960,5.61,547.9,396.256388,1.0,0.239,0.948,1.53503,0.0004
8961,1.89,1101.8,370.492641,1.052,0.406,0.967,1.13693,0.00043
8962,4.19,1439.8,361.288535,1.459,0.575,0.973,1.3074,0.00042
8963,3.36,1212.0,440.256299,1.275,0.492,0.909,1.26338,0.00041
8964,4.06,960.9,403.640694,1.158,0.424,0.942,1.34363,0.00039
8965,4.41,1563.9,575.977175,1.467,0.424,0.72,1.44201,0.00039
8966,8.61,959.1,425.601183,1.252,0.251,0.923,1.60109,0.00037
8967,6.14,755.3,535.089999,1.135,0.464,0.793,1.24239,0.00043
8968,6.15,848.2,428.186413,1.736,0.416,0.92,1.56281,0.00042
8969,3.1,1651.8,313.900619,1.894,0.673,0.998,1.36282,0.00042
8970,7.14,1716.3,313.158713,1.795,0.635,0.999,1.4885,0.00041
8971,7.91,809.9,523.386841,1.883,0.786,0.811,1.33614,0.00039
8972,3.33,1590.8,441.515677,1.841,0.321,0.908,1.24262,0.00041
8973,8.28,1785.3,540.598108,1.207,0.406,0.785,1.43826,0.0004
8974,1.75,1155.3,545.330764,1.759,0.744,0.777,1.03302,0.00045
8975,5.91,509.2,423.865913,1.147,0.39,0.924,1.46187,0.00044
8976,3.65,938.4,339.224529,1.369,0.582,0.986,1.19802,0.00035
8977,5.18,1606.5,360.363761,1.443,0.484,0.974,1.45468,0.00042
8978,3.97,1559.0,399.166938,1.121,0.425,0.946,1.28722,0.00038
8979,2.02,1383.7,366.078738,1.389,0.56,0.97,1.14257,0.0004
8980,6.14,861.9,372.419515,1.98,0.892,0.966,1.24811,0.00044
8981,7.78,1200.3,337.032282,1.512,0.577,0.988,1.43045,0.00043
8982,3.0,1182.2,591.348439,1.352,0.485,0.683,1.24562,0.00046
8983,1.89,890.5,551.265475,1.372,0.393,0.767,1.24661,0.00039
8984,6.8,574.0,449.561073,1.594,0.493,0.9,1.5496,0.00036
8985,7.99,1009.8,560.403087,1.89,0.703,0.751,1.42372,0.00041
8986,5.11,851.0,463.213789,1.027,0.443,0.885,1.13951,0.00037
8987,2.9,1382.8,358.727007,1.374,0.341,0.975,1.35332,0.00039
8988,7.5,730.8,529.869872,1.512,0.306,0.801,1.58869,0.00036
8989,8.69,615.1,534.878481,1.053,0.37,0.794,1.43122,0.0004
8990,2.78,471.7,444.71773,1.237,0.426,0.905,1.33365,0.00044
8991,2.13,1364.1,577.409665,1.435,0.364,0.717,1.26458,0.00039
8992,3.87,753.1,407.802744,1.799,0.614,0.938,1.4337,0.00038
8993,3.54,877.1,332.47941,1.477,0.303,0.99,1.35069,0.0004
8994,3.03,1411.1,522.444056,1.77,0.598,0.812,1.34376,0.00041
8995,4.4,1329.1,377.946038,1.704,0.419,0.962,1.47773,0.00041
8996,8.52,941.4,407.830324,1.926,0.574,0.938,1.59541,0.00042
8997,4.8,831.7,552.856677,1.301,0.462,0.764,1.36318,0.00038
8998,7.39,1768.4,330.891046,1.522,0.55,0.991,1.45839,0.00042
8999,6.09,929.4,564.582351,1.337,0.355,0.743,1.53157,0.00042
9000,7.68,611.4,479.66623,1.343,0.423,0.867,1.53583,0.00035
9001,1.07,710.2,533.154482,1.159,0.484,0.796,0.90362,0.00043
9002,8.33,1086.8,563.855851,1.288,0.511,0.744,1.31189,0.0004
9003,5.46,1519.0,448.004804,1.557,0.552,0.901,1.42342,0.00043
9004,1.24,1394.6,374.088737,1.313,0.519,0.965,1.02222,0.00038
9005,5.13,659.9,303.37472,1.907,0.866,1.002,1.22032,0.00041
9006,4.96,1169.1,347.580446,1.016,0.274,0.982,1.49439,0.00034
9007,3.32,1661.7,557.505667,1.301,0.37,0.756,1.37928,0.00046
9008,1.1,1571.8,409.741151,1.171,0.497,0.937,0.89772,0.00048
9009,8.05,1506.1,528.301222,1.194,0.451,0.803,1.35044,0.00042
9010,3.62,874.3,542.821745,1.465,0.417,0.781,1.42904,0.00035
9011,1.12,635.7,401.715265,1.59,0.507,0.943,1.07703,0.00034
9012,5.91,933.8,584.918811,1.995,0.494,0.699,1.55342,0.00038
9013,4.08,1637.2,556.349991,1.228,0.367,0.758,1.40666,0.00042
9014,2.75,1641.3,437.930942,1.478,0.504,0.911,1.32209,0.00042
9015,3.84,810.3,593.734585,1.366,0.543,0.677,1.19486,0.00042
9016,1.79,1394.9,313.937901,1.518,0.483,0.998,1.23588,0.00045
9017,3.41,1520.8,380.923051,1.666,0.518,0.96,1.41391,0.00039
9018,8.56,487.9,455.218102,1.642,0.47,0.894,1.60655,0.00037
9019,5.82,1459.0,486.18897,1.732,0.714,0.859,1.29197,0.00036
9020,6.75,509.5,426.017255,1.262,0.388,0.922,1.54016,0.00043
9021,4.25,1676.5,462.188369,1.485,0.485,0.887,1.42233,0.00047
9022,8.89,682.4,535.59002,1.375,0.225,0.792,1.58128,0.00037
9023,2.89,1784.7,479.884566,1.787,0.68,0.867,1.26795,0.0004
9024,3.73,1038.0,486.032834,1.836,0.82,0.86,1.13193,0.00036
9025,5.54,1643.8,534.067366,1.913,0.873,0.795,1.12965,0.0004
9026,1.11,1326.5,564.988268,1.536,0.415,0.742,1.03502,0.00035
9027,8.23,512.2,481.077898,1.126,0.487,0.865,1.24944,0.00038
9028,8.16,1224.2,408.613784,1.663,0.593,0.938,1.48841,0.00043
9029,7.77,1023.6,328.865599,1.473,0.368,0.992,1.59941,0.00034
9030,7.34,1449.5,328.554756,1.321,0.356,0.992,1.57224,0.00039
9031,8.69,604.7,587.035266,1.362,0.599,0.694,1.22287,0.00038
9032,5.17,1543.7,308.997969,1.043,0.254,1.0,1.50053,0.00046
9033,8.04,1490.0,459.997612,1.641,0.474,0.889,1.57086,0.00036
9034,8.45,1332.2,562.999639,1.263,0.384,0.746,1.50738,0.00038
9035,3.25,1134.2,557.475364,1.248,0.541,0.756,1.04423,0.00042
9036,1.48,618.0,542.326462,1.476,0.632,0.782,0.98389,0.00043
9037,8.4,1211.7,553.568801,1.583,0.421,0.763,1.58385,0.00036
9038,8.99,1084.1,507.983821,1.976,0.779,0.832,1.41289,0.00038
9039,1.72,1223.7,566.620606,1.409,0.632,0.739,0.88311,0.0004
9040,4.02,1088.3,369.558056,1.077,0.433,0.968,1.23439,0.00038
9041,2.66,845.9,309.949446,1.985,0.814,1.0,1.25795,0.00044
9042,3.8,1719.3,577.999681,1.579,0.49,0.715,1.39081,0.00041
9043,8.33,855.7,509.853271,1.353,0.455,0.829,1.49002,0.00037
9044,6.36,1475.0,528.069239,1.503,0.213,0.804,1.40707,0.00041
9045,3.44,477.5,412.483542,1.808,0.445,0.934,1.42277,0.00037
9046,7.4,572.7,537.414095,1.816,0.661,0.79,1.45498,0.00044
9047,3.94,1608.8,350.099223,1.111,0.289,0.98,1.43622,0.00038
9048,3.47,1644.2,559.373659,1.493,0.424,0.752,1.40437,0.00038
9049,5.56,1668.9,308.475973,1.449,0.209,1.0,1.30179,0.00036
9050,4.93,1609.0,559.722901,1.464,0.325,0.752,1.49348,0.00037
9051,4.25,557.8,515.440635,1.515,0.535,0.822,1.39744,0.00041
9052,1.36,1342.0,464.97795,1.487,0.422,0.884,1.1334,0.00034
9053,5.14,1245.9,489.836346,1.496,0.641,0.855,1.20293,0.00043
9054,8.31,490.2,415.588998,1.358,0.518,0.932,1.43744,0.00037
9055,5.97,1755.8,507.347233,1.065,0.405,0.833,1.29135,0.00042
9056,2.62,1512.7,474.546535,1.175,0.381,0.873,1.29876,0.00044
9057,2.99,1226.5,327.391931,1.274,0.557,0.992,1.09879,0.00042
9058,4.31,1140.2,534.616019,1.088,0.437,0.794,1.19083,0.00043
9059,7.68,1416.0,557.701108,1.255,0.272,0.755,1.58262,0.00039
9060,7.96,1482.3,551.725543,1.772,0.717,0.766,1.32763,0.00037
9061,3.23,1325.6,378.958209,1.813,0.487,0.961,1.40583,0.00039
9062,6.92,1374.4,571.942578,1.231,0.38,0.728,1.46823,0.00038
9063,5.69,1346.3,417.430108,1.414,0.55,0.93,1.34789,0.00045
9064,4.06,473.2,401.788568,1.559,0.41,0.943,1.48461,0.00037
9065,6.71,757.5,595.253592,1.466,0.426,0.673,1.51426,0.00036
9066,8.93,1296.9,379.965167,1.274,0.464,0.96,1.45138,0.0004
9067,7.85,1199.3,554.355631,1.658,0.716,0.761,1.24693,0.00042
9068,4.53,1760.8,485.628629,1.671,0.46,0.86,1.47939,0.00039
9069,7.88,1535.2,566.78805,1.091,0.243,0.738,1.57357,0.00041
9070,8.37,1399.3,509.172813,1.009,0.369,0.83,1.36968,0.00043
9071,2.56,1138.7,568.657456,1.249,0.202,0.735,1.16272,0.0004
9072,2.32,1399.9,342.624155,1.54,0.338,0.985,1.21948,0.00033
9073,4.82,1006.0,356.17767,1.653,0.477,0.976,1.50818,0.00033
9074,2.0,1214.8,312.944285,1.78,0.661,0.999,1.24368,0.00045
9075,1.36,1476.4,521.209212,1.824,0.416,0.814,1.06506,0.00036
9076,3.91,1457.3,478.285375,1.818,0.686,0.869,1.33684,0.00035
9077,7.11,1215.5,504.122232,1.305,0.394,0.837,1.51788,0.00037
9078,2.46,1399.3,391.729088,1.094,0.259,0.951,1.28549,0.00036
9079,3.43,1681.6,419.012273,1.16,0.292,0.929,1.39718,0.00043
9080,5.97,1378.5,342.838709,1.818,0.372,0.984,1.50288,0.00036
9081,6.95,1260.7,347.803827,1.606,0.314,0.982,1.53335,0.00038
9082,1.49,1770.8,582.294432,1.459,0.541,0.706,1.06855,0.00044
9083,2.94,1084.9,433.862082,1.11,0.366,0.915,1.33,0.00041
9084,4.67,926.2,580.211838,1.777,0.619,0.71,1.39049,0.00039
9085,4.83,1640.7,556.822717,1.085,0.393,0.757,1.29224,0.00037
9086,7.52,798.1,462.010255,1.872,0.349,0.887,1.55326,0.00037
9087,2.67,1625.2,590.082643,1.425,0.446,0.687,1.30113,0.00041
9088,4.21,1060.1,461.849101,1.074,0.221,0.887,1.42576,0.0004
9089,5.08,1408.7,343.095986,1.538,0.565,0.984,1.4081,0.00045
9090,6.2,948.5,310.102225,1.597,0.55,1.0,1.4948,0.00044
9091,1.7,1727.1,401.690096,1.298,0.452,0.944,1.17687,0.00042
9092,5.27,1427.3,369.914456,1.414,0.227,0.967,1.365,0.00039
9093,6.22,1770.6,345.188046,1.912,0.711,0.983,1.44086,0.00046
9094,4.2,967.4,418.791266,1.348,0.527,0.929,1.30486,0.00039
9095,4.09,1772.6,379.284889,1.868,0.663,0.961,1.40597,0.00041
9096,7.47,1206.9,351.062624,1.213,0.528,0.98,1.23652,0.00043
9097,5.5,496.9,487.372596,1.644,0.475,0.858,1.53642,0.00038
9098,5.51,861.8,586.294454,1.25,0.339,0.696,1.4976,0.00036
9099,8.48,1096.7,545.471972,1.523,0.556,0.777,1.42444,0.00035
9100,4.89,372.0,319.189247,1.047,0.359,0.996,1.44297,0.00044
9101,8.91,1422.8,377.022924,1.864,0.731,0.962,1.43537,0.00037
9102,7.61,1737.8,527.234343,1.234,0.236,0.805,1.56542,0.0004
9103,8.86,1193.7,358.646396,1.912,0.602,0.975,1.58093,0.00038
9104,1.24,936.6,315.769441,1.901,0.552,0.998,1.08641,0.00037
9105,2.16,726.2,382.058044,1.313,0.264,0.959,1.16832,0.00043
9106,3.32,1562.3,406.034718,1.505,0.337,0.94,1.36612,0.00038
9107,6.74,1528.4,302.113121,1.913,0.416,1.003,1.54074,0.00039
9108,4.26,1102.4,589.61143,1.493,0.538,0.688,1.31816,0.00043
9109,6.15,1449.5,539.62586,1.172,0.207,0.786,1.50161,0.00038
9110,5.87,522.5,371.638487,1.197,0.202,0.966,1.44729,0.00037
9111,2.53,1642.0,597.886527,1.05,0.424,0.666,1.02352,0.00048
9112,8.51,1420.9,488.631138,1.134,0.379,0.856,1.46492,0.00038
9113,5.2,1750.3,301.125446,1.821,0.339,1.003,1.41331,0.00037
9114,6.49,1050.4,469.686749,1.895,0.507,0.878,1.56976,0.00036
9115,5.69,687.7,555.878083,1.2,0.428,0.759,1.37616,0.00044
9116,6.32,1055.2,567.130882,1.899,0.756,0.738,1.32679,0.0004
9117,3.21,720.1,506.447607,1.195,0.377,0.834,1.37292,0.0004
9118,8.87,829.5,532.273773,1.935,0.562,0.798,1.59242,0.00041
9119,4.37,1204.6,536.203179,1.955,0.403,0.791,1.45436,0.00041
9120,7.37,795.8,462.335779,1.676,0.337,0.886,1.57515,0.00036
9121,4.77,1647.8,552.440651,1.1,0.303,0.765,1.45225,0.00035
9122,6.74,1150.5,485.892457,1.58,0.41,0.86,1.56804,0.00042
9123,6.33,1047.8,472.712774,1.222,0.437,0.875,1.4077,0.00043
9124,3.99,1337.7,386.769431,1.919,0.551,0.955,1.46792,0.00037
9125,8.35,643.1,452.321766,1.287,0.449,0.897,1.48459,0.00042
9126,4.15,538.6,421.061965,1.963,0.701,0.927,1.43275,0.00038
9127,1.93,684.3,470.651576,1.5,0.569,0.877,1.19152,0.00049
9128,2.01,976.6,567.090686,1.294,0.429,0.738,1.22161,0.00046
9129,1.67,1682.8,545.365793,1.969,0.757,0.777,1.13111,0.00039
9130,8.24,828.5,306.123094,1.598,0.355,1.001,1.60258,0.00034
9131,6.96,1035.3,385.126714,1.855,0.652,0.956,1.5005,0.00036
9132,3.05,1356.2,350.68267,1.753,0.428,0.98,1.37197,0.0004
9133,2.27,887.3,445.337531,1.227,0.451,0.904,1.23314,0.00045
9134,5.36,1165.5,423.085542,1.226,0.322,0.925,1.51943,0.00043
9135,7.44,664.3,581.499353,1.345,0.376,0.707,1.54449,0.00043
9136,1.47,1722.4,437.302871,1.57,0.388,0.912,1.11045,0.0004
9137,3.96,750.9,386.44779,1.905,0.861,0.956,1.17288,0.00039
9138,3.75,1695.6,496.16804,1.837,0.478,0.847,1.44711,0.0004
9139,8.91,1797.2,543.878146,1.501,0.578,0.779,1.3635,0.00039
9140,8.82,670.1,310.750394,1.664,0.221,1.0,1.40357,0.00044
9141,1.59,930.2,448.741394,1.318,0.226,0.901,0.93053,0.00036
9142,7.83,1744.7,355.611805,1.492,0.668,0.977,1.22608,0.00039
9143,7.37,1578.2,460.67484,1.706,0.611,0.888,1.45723,0.00037
9144,7.65,1728.2,544.500922,1.664,0.63,0.778,1.37677,0.00044
9145,5.67,599.8,501.087245,1.341,0.547,0.841,1.28741,0.00045
9146,1.45,549.5,444.727732,1.814,0.325,0.905,0.92886,0.00036
9147,4.16,1502.2,532.172903,1.715,0.472,0.798,1.4663,0.00043
9148,5.82,653.3,343.655748,1.262,0.452,0.984,1.44204,0.00041
9149,6.27,962.0,500.627495,1.256,0.383,0.842,1.50294,0.00037
9150,7.83,1451.6,525.528094,1.105,0.399,0.808,1.37976,0.00043
9151,1.16,1069.1,341.343398,1.687,0.315,0.985,0.83129,0.0003
9152,4.96,1743.6,595.049988,1.901,0.733,0.674,1.28605,0.00041
9153,7.25,1046.8,370.902249,1.887,0.829,0.967,1.29476,0.0004
9154,1.41,1763.3,397.127022,1.467,0.588,0.947,1.05336,0.00041
9155,6.12,839.8,369.757895,1.9,0.511,0.968,1.56424,0.0004
9156,1.69,1677.8,528.622621,1.546,0.493,0.803,1.19629,0.00038
9157,7.89,1383.0,580.050676,1.438,0.329,0.711,1.58839,0.00038
9158,8.77,1696.1,464.336949,1.837,0.302,0.884,1.53922,0.00033
9159,1.4,765.0,458.522706,1.9,0.594,0.89,1.16801,0.00043
9160,6.13,1170.0,431.434898,1.259,0.445,0.917,1.42468,0.00042
9161,6.23,654.7,477.511093,1.577,0.617,0.87,1.37503,0.00038
9162,6.92,1386.1,534.42771,1.606,0.444,0.794,1.55055,0.00041
9163,8.69,579.0,574.892659,1.216,0.355,0.722,1.54291,0.00045
9164,2.55,696.8,380.524259,1.998,0.668,0.96,1.35395,0.0004
9165,7.23,1393.9,493.51487,1.633,0.585,0.851,1.44342,0.00037
9166,3.3,937.4,442.595325,1.995,0.446,0.907,1.37644,0.00042
9167,4.44,464.6,360.695021,1.307,0.305,0.974,1.48033,0.0004
9168,7.65,1303.6,544.204043,1.567,0.643,0.779,1.29822,0.00036
9169,4.57,1037.3,461.504049,1.704,0.612,0.887,1.40847,0.00042
9170,7.85,1258.3,573.24317,1.043,0.45,0.725,1.15945,0.00037
9171,1.34,1386.9,555.712591,1.485,0.326,0.759,1.02447,0.00036
9172,5.8,1250.7,547.687513,1.028,0.41,0.773,1.22115,0.0004
9173,8.81,1330.0,484.656309,1.986,0.737,0.861,1.46499,0.00041
9174,8.63,1765.3,488.025759,1.526,0.251,0.857,1.54799,0.00037
9175,3.66,404.5,366.592154,1.778,0.402,0.97,1.41914,0.00041
9176,2.17,1540.6,435.907211,1.821,0.457,0.913,1.26871,0.00037
9177,8.99,941.8,585.661945,1.294,0.542,0.698,1.2591,0.00036
9178,5.17,1516.7,465.139403,1.234,0.253,0.883,1.48296,0.00037
9179,2.25,1526.5,542.777251,1.983,0.72,0.781,1.24802,0.00036
9180,6.72,1748.8,544.018504,1.017,0.398,0.779,1.24865,0.00038
